ein,name,zip,zip5,nteefinal
942398206,PACIFIC EDUCATION FOUNDATION,94104-3418,94104,B41
660480546,PACIFIC ISLANDS UNIVERSITY,96913-5917,96913,B42
910565571,PACIFIC LUTHERAN UNIVERSITY INC,98447-0001,98447,B43
931139187,PACIFIC NORTHWEST COLLEGE OF ART,97209-3023,97209,B42
951716809,PACIFIC OAKS EDUCATION CORPORATION,91103-3565,91103,B43
473609601,PACIFIC RIM CHRISTIAN UNIVERSITY,96819-2215,96820,B43
941186179,PACIFIC SCHOOL OF RELIGION,94709-1323,94709,B50
951744370,PACIFIC STATES UNIVERSITY,90010-2208,90010,B43
833327304,PACIFIC THEOLOGICAL SEMINARY,92175-1227,92175,B43
941279798,PACIFIC UNION COLLEGE,94508-9713,94508,B43
930386892,PACIFIC UNIVERSITY,97116-1756,97116,B43
237434499,PAINE COLLEGE,30901-3105,30901,B42
591092732,PALM BEACH ATLANTIC UNIVERSITY INC,33401-6505,33401,B43
263579465,PALM BEACH BAPTIST THEOLOGICAL SEMINARY INC,33409-3848,33409,B50
943474766,PALM OF DEBORAH MINISTRIES,22554-5223,22554,B43
426081293,PALMER COLLEGE FOUNDATION,52803-5214,52803,B50
942515428,PALMER COLLEGE OF CHIROPRATIC WEST,95134-1617,95134,B50
942340692,PALO ALTO UNIVERSITY INC,94304-1337,94304,B50
453933062,PAN AMERICAN UNIVERSITY WOMEN INC,33607-1627,33607,B43
943175530,PAN PACIFIC UNIVERSITY,92602-1321,92602,B43
237181135,PANAMERICAN FEDERATION OF ASSOCIATIONS OF MEDICAL SCHOOLS,00000-0000,0,B50
300879853,PANAMERICANA YOUTH UNIVERSITY,94501-5175,94501,B43
770495799,PANETTA INSTITUTE FOR PUBLIC POLICY,93955-8000,93955,B50
030600631,PARENTS IN COLLEGE,77034-1313,77034,B42
440562048,PARK UNIVERSITY,64152-4358,64152,B43
751596658,PARKER UNIVERSITY,75229-5609,75229,B42
273518557,PARSON TEMPLE THEOLOGICAL SEMINARY,11221-1807,11221,B50
042868893,PARTNERS HEALTHCARE SYSTEM INC,02145-1444,2145,B50
841715431,PASSPORTS TO COLLEGE INC,20791-4804,20791,B42
300683478,PATHWAY COLLEGE OUTREACH MINISTRY INC,27216-0231,27216,B42
383985918,PATHWAYS COLLEGE INC,91107-3117,91107,B40
451539053,PATHWAYS MILWAUKEE INC,53213-0054,53213,B42
541919810,PATRICK HENRY COLLEGE,20132-3197,20132,B43
941570130,PATTEN EDUCATION FOUNDATION,94601-2630,94601,B42
202173923,PATTY HANKS SHELTON SCHOOL OF NURSING,79698-0001,79698,B50
741238438,PAUL QUINN COLLEGE,75241-4331,75241,B42
150533545,PAUL SMITHS COLLEGE OF ARTS AND SCIENCES,12970-0265,12970,B42
830459992,PAWNEE NATION COLLEGE,74058-0000,74058,B42
475645304,PEAK RESEARCH INSTITUTE LONGMONT INC,80501-5443,80501,B40
208031765,PEARSON COLLEGE OF THE PACIFIC USFOUNDATION,20006-4636,20006,B42
275006096,PEER 2 PEER UNIVERSITY INC,94110-1293,94110,B43
231627436,PEIRCE COLLEGE,19102-4603,19102,B42
231352256,PENNSYLVANIA ACADEMY OF THE FINE ARTS,19102-1424,19102,B43
232215278,PENNSYLVANIA COLLEGE OF ART AND DESIGN,17603-3528,17603,B42
061645496,PENNSYLVANIA COLLEGE OF HEALTH SCIENCES,17601-5871,17601,B41
231543518,PENNSYLVANIA INSTITUE OF TECHNOLOGY,19063-4036,19063,B41
842157009,PENTECOST BIBLICAL SEMINARY,07470-2039,7470,B50
951644037,PEPPERDINE UNIVERSITY,90263-4497,90263,B43
560529990,PFEIFFER UNIVERSITY,28109-0960,28109,B43
770618310,PHILADELPHIA CHRISTIAN UNIVERSITY,94513-5666,94513,B43
231355135,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,19131-1626,19131,B50
231352294,PHILADELPHIA UNIVERSITY,19144-5409,19144,B43
710239729,PHILANDER SMITH COLLEGE,72202-3718,72202,B42
952849731,PHILLIPS GRADUATE INSTITUTE,91311-5541,91311,B50
731303821,PHILLIPS THEOLOGICAL SEMINARY CORPORATION,74116-5612,74116,B50
204035682,PHOENIX PROJECT,22030-0000,22030,B43
860711495,PHOENIX SEMINARY INC,85260-5510,85260,B50
473731895,PHOENIX UNIVERSITY OF THEOLOGY INTERNATIONAL,85023-4158,85023,B50
822152009,PHYSICIANS LEADERSHIP ACADEMY,43215-1009,43215,B40
580566212,PIEDMONT COLLEGE,30535-0010,30535,B43
330934393,PIEDMONT UNIVERSITY,90504-1025,90504,B43
751104546,PIERCE MORTUARY COLLEGES INC,66211-1412,75236,B41
203287316,PIKE UNIVERSITY INC,38138-3666,38138,B43
453912932,PILLAR COLLEGE INC,07102-5504,7102,B42
465088319,PILLAR SEMINARY,68131-0454,68131,B50
042321292,PINE MANOR COLLEGE,02467-2332,2467,B42
831793042,PINKTAILS AVIATION ACADEMY INC,53598-9801,53598,B50
250912618,PITTSBURGH INSTITUTE OF AERONAUTICS,15236-0897,15236,B41
251186257,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE INC,15206-3765,15206,B41
952261113,PITZER COLLEGE,91711-0000,91711,B42
320152376,PITZER COLLEGE COSTA RICA,91711-5053,91711,B42
821353618,PLUMBERS AND PIPEFITTERS LOCAL UNION 404 JATC,79401-0000,79401,B40
462396964,PNEUMA THEOLOGICAL SEMINARY,94608-3248,94608,B50
951644035,POINT LOMA NAZARENE UNIVERSITY,92106-2810,92106,B43
251094922,POINT PARK UNIVERSITY,15222-1912,15222,B43
586044761,POINT UNIVERSITY INC,31833-1200,31833,B42
111630820,POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY,11201-3840,11201,B43
951664112,POMONA COLLEGE,91711-3910,91711,B42
660379122,PONCE MEDICAL SCHOOL FOUNDATION INC,00732-7004,732,B50
660191965,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO,00717-0000,717,B43
314379535,PONTIFICAL COLLEGE JOSEPHINUM,43235-1499,43235,B50
202951862,PORTLAND STATE UNIVERSITY BOOKSTORE,97201-5400,97201,B43
841388632,PPN AND C SCHOOL OF MINISTRY,80936-6538,80936,B50
133481731,PRACTICING ATTORNEYS FOR LAW STUDENTS PROGRAM INC,10036-6604,10036,B50
111630822,PRATT INSTITUTE,11205-3802,11205,B43
570314408,PRESBYTERIAN COLLEGE,29325-0975,29325,B42
571021641,PRESBYTERIAN COLLEGE REAL ESTATE FOUNDATION,29325-0975,29325,B42
860294012,PRESCOTT COLLEGE INC,86301-2912,86301,B43
460280847,PRESENTATION COLLEGE,57401-1280,57401,B42
030179298,PRESIDENT & FELLOWS OF MIDDLEBURY COLLEGE,05753-1370,5753,B43
986001311,PRESIDENT & SCHOLARS OF THE COLLEGE OF SAINT MARY MAGDALEN IN THE UNIV,00000-0000,0,B43
010211497,PRESIDENT & TRUSTEES OF COLBY COLLEGE,04901-8841,4901,B42
042103580,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,02210-2211,2210,B43
010211781,PRESIDENT AND TRUSTEES OF BATES COLLEGE,04240-6760,4240,B42
941156617,PRESIDENT BOARD OF TRUSTEES SANTA CLARA COLLEGE,95050-4345,95050,B43
943185612,PRESIDO GRADUATE SCHOOL,94105-4127,94105,B50
205606926,PRISON UNIVERSITY PROJECT INC,94964-0492,94964,B43
743095284,PROFESSIONAL BUSINESS COLLEGE INC,11354-5577,11354,B42
463508730,PROJECT MANAGEMENT COLLEGE OF SCHEDULING,23060-6802,23060,B42
541405048,PROVIDENCE BIBLE COLLEGE,23509-0224,23509,B43
830340684,PROVIDENCE CHRISTIAN COLLEGE,91104-2635,91104,B42
050258932,PROVIDENCE COLLEGE,02918-0001,2918,B43
562381101,PROVIDENCE THEOLOGICAL SEMINARY,80915-1508,80915,B50
133459531,PSYCHOANALYTIC PSYCHOTERAPY STUDY CENTER INC THE NEW YORK SCHOOL,10011-7611,10011,B50
821319401,PURDUE UNIVERSITY GLOBAL INC,46240-2145,46240,B42
202394341,PURITAN REFORMED THEOLOGICAL SEMINARY,49525-5828,49525,B50
202394946,PURITAN REFORMED THEOLOGICAL SEMINARY FOUNDATION,49525-5828,49525,B50
952871129,QUANTUM VERITAS INTERNATIONAL UNIVERSITY SYSTEMS,90211-2304,90211,B50
237099472,QUEENS UNIVERSITY AT KINGSTON DEPARTMENT OF FINANCIAL SERVICES,00000-0000,0,B43
560530003,QUEENS UNIVERSITY OF CHARLOTTE,28274-0001,28274,B43
370661231,QUINCY UNIVERSITY CORPORATION,62301-2670,62301,B43
060646701,QUINNIPIAC UNIVERSITY,06518-1908,6518,B43
061614887,QUINNIPIAC UNIVERSITY ONLINE INC,,6518,B43
463914338,QUIROGA FOUNDATION,60608-4004,60608,B42
311023874,RABBI ELIEZER SILVER RABBINCAL COLLEGE,33021-1719,33021,B50
132673756,RABBI ISAAC ELCHANAN THEOLOGICAL SEMINARY,10033-2807,10033,B50
226017975,RABBINICAL COLLEGE OF AMERICA,07960-3632,7960,B42
340801310,RABBINICAL COLLEGE OF TELSHE INC,44092-2523,44092,B43
800470195,RABBINICAL SEMINARY INTERNATIONAL,10025-0000,10025,B50
113672480,RADFORD UNIVERSITY REAL ESTATE FOUNDATION,,24141,B43
271823146,RALSTON COLLEGE INC,28744-1506,31412,B42
540505941,RANDOLPH COLLEGE,24503-0000,24503,B42
540505940,RANDOLPH MACON COLLEGE,23005-5505,23005,B42
430471057,RANKEN TECHNICAL COLLEGE,63113-2811,63113,B41
221815636,RARITAN VALLEY COMMUNITY COLLEGE DIR OF BUDGET & FINANCE OFFICE,08876-1265,8876,B41
461112309,RCCGNA SEMINARY,75401-7682,75401,B50
475143129,REACH OUT FOUNDATION,91405-4624,91405,B42
261871852,READY FOR COLLEGE INC,36078-5304,36078,B42
271787971,RECOVERY COURT OF SUMNER COUNTY INC,37066-2903,37066,B40
263031521,RED LAKE NATION COLLEGE,56671-0000,56671,B42
411263419,RED WING SEMINARY HOME,55066-0095,55066,B50
263550133,REDEEMER THEOLOGICAL SEMINARY INC,75206-0000,75206,B50
990222152,REDEMPTION BIBLE COLLEGE,96814-4222,96814,B43
930386908,REED INSTITUTE,97202-8199,97202,B43
475444660,REFORMED BAPTIST SEMINARY,95816-0000,95816,B50
651205824,REFORMED INTERNATIONAL THEOLOGICAL EDUCATION INC,63376-6952,63376,B50
205239134,REFORMED SEMINARY INC,30043-5604,30043,B50
640428676,REFORMED THEOLOGICAL SEMINARY,39209-3050,39209,B50
460515673,REFORMED UNIVERSITY OF U S A,90010-1103,90010,B43
541061178,REGENT UNIVERSITY,23464-5037,23464,B50
204273074,REGENT UNIVERSITY FOUNDATION,23464-5037,23464,B43
042104451,REGIS COLLEGE,02493-0000,2493,B43
840402707,REGIS UNIVERSITY,80221-1099,80221,B43
472165766,REID TEMPLE BIBLE COLLEGE INC,20769-9049,20769,B42
580603153,REINHARDT UNIVERSITY,30183-2981,30183,B42
275316628,RELAY GRADUATE SCHOOL OF EDUCATION,10004-1061,10004,B43
273339369,REMINGTON COLLEGE,32746-5615,32746,B42
330786166,REMNANT UNIVERSITY,90601-4306,90601,B43
464815494,REMNANT UNIVERSITY,96813-3821,96813,B43
060766747,RENSSELAER HARTFORD GRADUATE CENTER INC,06120-2910,6120,B50
141340095,RENSSELAER POLYTECHNIC INSTITUTE,12180-3522,12180,B43
900059447,REYAH GROUP,98530-0324,98530,B42
050258956,RHODE ISLAND SCHOOL OF DESIGN,02903-2717,2903,B50
620476301,RHODES COLLEGE,38112-1624,38112,B43
464690587,RICHLAND ONE MIDDLE COLLEGE AT MIDLANDS TECHNICAL COLLEGE,29205-0000,29205,B41
061395640,RICHMOND THE AMERICAN INTL UNIVERSI TY IN LONDON INC,10022-1106,10022,B42
620789275,RICHMONT GRADUATE UNIVERSITY,37404-3026,37404,B50
210650678,RIDER UNIVERSITY,08648-3099,8648,B43
590637903,RINGLING COLLEGE OF ART AND DESIGN,34234-5812,34234,B42
390826049,RIPON COLLEGE BOARD OF TRUSTEES OF,54971-0248,54971,B42
800245502,RISE TO COLLEGE,10031-8108,10031,B42
020223339,RIVIER UNIVERSITY,03060-5042,3060,B43
540505945,ROANOKE COLLEGE,24153-3747,24153,B42
561455296,ROANOKE-CHOWAN TECHNICAL COLLEGE FOUNDATION INC,27910-8048,27910,B43
352194526,ROBERT M PALMER MD INSTITUTE OF BIOMECHANICS INC,46036-2025,46036,B40
251120678,ROBERT MORRIS UNIVERSITY,15108-2574,15108,B43
370864020,ROBERT MORRIS UNIVERSITY ILLINOIS,60605-1229,60605,B42
237126805,ROBERT O ANDERSON SCHOOL AND GRADUATE SCHOOL OF MANAGEMENT FOUN,87131-0001,87131,B50
236408773,ROBERT PACKER SCHOOL OF NURSING,18840-0000,18840,B42
160743126,ROBERTS WESLEYAN COLLEGE,14624-1933,14624,B43
205614856,ROBESON COMMUNITY COLLEGE SERVICES CORPORATION,28360-2158,28360,B41
381619831,ROCHESTER COLLEGE,48307-2704,48307,B42
160743140,ROCHESTER INSTITUTE OF TECHNOLOGY,14623-5604,14623,B43
463937828,ROCK AT BOSTON COLLEGE INC,03087-1574,3087,B42
392030941,ROCK RIVER CHRISTIAN COLLEGE INC,53511-4101,53511,B42
141843684,ROCKBRIDGE SEMINARY,65804-4019,65804,B50
131624158,ROCKEFELLER UNIVERSITY,10065-6307,10065,B43
362167842,ROCKFORD UNIVERSITY,61108-2311,61108,B43
440545813,ROCKHURST UNIVERSITY,64110-2508,64110,B43
841360917,ROCKY MOUNTAIN BIBLE COLLEGE INC,80113-2684,80113,B42
810235407,ROCKY MOUNTAIN COLLEGE,59102-1739,59102,B43
742044172,ROCKY MOUNTAIN HEALNG ARTS INSTITUTE,80301-3295,80301,B41
050277222,ROGER WILLIAMS UNIVERSITY,02809-2923,2809,B43
050465628,ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,02809-5103,2809,B50
590624440,ROLLINS COLLEGE,32789-4499,32789,B43
362167854,ROOSEVELT UNIVERSITY,60605-1315,60605,B43
362181973,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE & SCIENCE,60064-3037,60064,B50
350868149,ROSE HULMAN INSTITUTE OF TECHNOLOGY,47803-3920,47803,B50
251775321,ROSEDALE TECHNICAL COLLEGE,15205-9791,15205,B41
880435559,ROSEMAN UNIVERSITY OF HEALTH SCIENCES A NEVADA NON PROFIT CORP,89014-2333,89014,B50
231365966,ROSEMONT COLLEGE OF THE HOLY CHILD JESUS,19010-1631,19010,B43
942356338,RUDOLF STEINER COLLEGE,95628-6811,95628,B42
562231000,RURAL COMMUNITY COLLEGE ALLIANCE,49938-1365,49938,B41
473530185,RURAL REGIONAL COLLEGE OF NORTHERN PENNSYLVANIA,16365-2407,16365,B41
640303805,RUST COLLEGE,38635-2330,38635,B42
900896031,RUTGERS THE STATE UNIVERSITY OF NJ,07963-0900,7963,B43
953385517,RYOKAN COLLEGE,92627-2342,92627,B50
942514843,S T LI FOUNDATION,57709-8286,57709,B50
132887929,SACKLER SCHOOL OF MEDICINE,06901-0000,6901,B50
060776644,SACRED HEART UNIVERSITY,06825-1090,6825,B43
141338488,SAGE COLLEGES,12180-4013,12180,B43
832000403,SAGOS INSTITUTE OF PREACHING AND BIBLE EXPOSITION,94085-4526,94085,B40
020222182,SAINT ANSELM COLLEGE,03102-1308,3102,B42
330357356,SAINT ATHANASIUS AND SAINT CYRIL COPTIC ORTHODOX THEOLOGICAL SCHOOL,92801-1933,92801,B50
560547478,SAINT AUGUSTINES COLLEGE,27610-2247,27610,B42
251024358,SAINT FRANCIS UNIVERSITY,15940-0600,15940,B43
237069639,SAINT JOHN BAPTIST COLLEGE IN THE UNIVERSITY OF OXFORD,00000-0000,0,B42
453656162,SAINT JOHNS UNIVERSITY,56321-2222,56321,B43
350868152,SAINT JOSEPHS COLLEGE,47978-0000,47978,B43
231352674,SAINT JOSEPHS UNIVERSITY,19131-1308,19131,B43
272912448,SAINT KATHERINE COLLEGE,92069-1207,92069,B42
591237047,SAINT LEO UNIVERSITY INC,33574-9701,33574,B43
910564993,SAINT MARTINS UNIVERSITY,98503-3200,98503,B43
351065063,SAINT MARY OF THE WOODS COLLEGE,47876-1098,47876,B43
350868158,SAINT MARYS COLLEGE,46656-0000,46656,B42
560532314,SAINT MARYS SCHOOL,27603-1610,27603,B41
981358092,SAINT MARYS UNIVERSITY,00000-0000,0,B43
030179403,SAINT MICHAELS COLLEGE,05439-1000,5439,B43
221508627,SAINT PETER UNIVERSITY,07306-5943,7306,B43
362177133,SAINT XAVIER UNIVERSITY,60655-3105,60655,B43
560530005,SALEM ACADEMY & COLLEGE,27101-5318,27101,B43
522247526,SALISBURY UNIVERSITY REAL ESTATE FOUNDATION INC,21802-2655,21802,B43
810378823,SALISH KOOTENAI COLLEGE INC,59855-0070,59855,B42
231413680,SALUS UNIVERSITY,19027-1576,19027,B50
050259080,SALVE REGINA UNIVERSITY,02840-4149,2840,B43
630312914,SAMFORD UNIVERSITY,35209-6715,35209,B43
942992642,SAMUEL MERRITT UNIVERSITY,94530-0000,94609,B50
952668328,SAN DIEGO CHRISTIAN COLLEGE,92071-5821,92071,B42
510196140,SAN DIEGO STATE UNIVERSITY FACULTY STAFF CENTER ASSOCIATION INC,92182-1901,92182,B40
941196211,SAN FRANCISCO ART INSTITUTE,94133-2206,94133,B43
943177337,SAN FRANCISCO BIBLE COLLEGE & SEMINARY,94578-3016,94578,B43
452543410,SAN FRANCISCO COLLEGE TRACK QALICB INC,94607-3730,94607,B42
941156610,SAN FRANCISCO CONSERVATORY OF MUSIC INC,94102-6011,94102,B43
205852014,SAN GABRIEL VALLEY CHAPTER OF APICS INC,91066-1034,91066,B50
237067667,SAN JOAQUIN COLLEGE OF LAW,93612-1312,93612,B50
260809180,SAN JOSE STATE UNIVERSITY ICEHOCKEY,95124-1130,95124,B43
202928582,SANTA FE COMMUNITY COLLEGE TRAINING CENTER CORPORATION,87508-4887,87508,B41
271505592,SANTA ROSA CENTER INC,32570-1705,32570,B42
812593513,SARA JANENE POWELL BEYOND THE BARRE INSPIRATIONAL SCHOLARSHIP,26726-9657,26726,B40
237223216,SARAH LAWRENCE COLLEGE,10708-5940,10708,B43
460764321,SARASOTA UNIVERSITY INC,34240-8437,34240,B43
821654425,SATTLER COLLEGE INC,02114-2574,2114,B42
581357177,SAVANNAH COLLEGE OF ART AND DESIGN INC,31402-3146,31402,B43
821934770,SAVONA V ROBERTS CHRISTIAN EDUCATION ACADEMY INC,12602-0904,12602,B40
453131515,SAWHORSE REVOLUTION,98102-5013,98102,B40
942155109,SAYBROOK UNIVERSITY,60601-1263,60601,B50
263342306,SCHOOL OF RELIGIOUS STUDIES,72117-2405,72117,B50
721226741,SCHOOL OF URBAN MISSIONS,94614-2145,94614,B41
741193459,SCHREINER UNIVERSITY,78028-5611,78028,B43
951664123,SCRIPPS COLLEGE,91711-3905,91711,B42
900179229,SEATTLE BIBLE COLLEGE,98204-0000,98204,B42
910565553,SEATTLE PACIFIC UNIVERSITY,98119-1902,98119,B43
910565006,SEATTLE UNIVERSITY,98122-4411,98122,B43
364916642,SECOND CHANCE FOUNDATION,98290-5705,98290,B43
630367461,SELMA UNIVERSITY,36701-6059,36701,B42
463015560,SEMINARY BNOS CHAIM,08701-5809,8701,B50
263995109,SEMINARY COVENANT COMMUNITY,32923-6121,32923,B50
273236662,SEMINARY COVENANT COMMUNITY,32901-1214,32901,B50
271286204,SEMINARY COVENANT COMMUNITY,32952-2625,32952,B50
743206313,SEMINARY COVENANT COMMUNITY,32904-8746,32904,B50
593506589,SEMINARY COVENANT COMMUNITY,32927-8655,32927,B50
464377492,SEMINARY COVENANT COMMUNITY,34293-2040,34293,B50
161099809,SEMINARY COVENANT COMMUNITY,32934-9021,32934,B50
593617042,SEMINARY COVENANT COMMUNITY,30701-7110,30701,B50
264718371,SEMINARY COVENANT COMMUNITY,32952-4956,32952,B50
352507059,SEMINARY COVENANT COMMUNITY THE GREEN HOUSES INC,32901-5970,32901,B50
582326346,SEMINARY OF THE NATIONS INC,30344-1900,30344,B50
263325297,SEMINARY OF THE STREET,94619-1765,94619,B50
271473614,SEMINARY OF THEOLOGY & MINISTRY INTERNATIONAL INC,33167-1501,33167,B50
473537146,SEMINARY STEWARDSHIP ALLIANCE,97214-5754,97214,B50
931298606,SEMINARY TEA COMMITTEE,97298-0057,97298,B50
383790195,SEMMES-MURPHEY FOUNDATION,38120-2300,38120,B50
010540956,SENIOR COLLEGE AT BELFAST,04915-6166,4915,B43
260252280,SENIOR COLLEGE OF GREATER DESMOINES INC,50312-4359,50312,B42
474857389,SENIOR UNIVERSITY OF GREATER ATLANTA,30341-5621,30341,B43
264734720,SEOUL NATIONAL UNIVERSITY AMERICA INC,90010-2718,90010,B43
660561027,SERVICIOS MEDICOS UNIVERSITARIOS INC,00984-0000,984,B43
813872529,SETON HALL - HACKENSACK MERIDIAN SCHOOL OF MEDICINE,07753-6821,7753,B50
221500645,SETON HALL UNIVERSITY,07079-2646,7079,B43
250965557,SETON HILL UNIVERSITY,15601-1548,15601,B43
942245517,SHASTA BIBLE COLLEGE,96002-1544,96002,B43
560530235,SHAW UNIVERSITY,27601-2341,27601,B43
920041013,SHELDON JACKSON COLLEGE,,99835,B42
540525605,SHENANDOAH UNIVERSITY,22601-5100,22601,B43
203979266,SHEPHERD INTERNATIONAL UNIVERSITY,90010-2901,90010,B43
954758519,SHEPHERD UNIVERSITY,90065-1415,90065,B50
200180768,SHEPHERDS THEOLOGICAL SEMINARY INC,27518-9316,27518,B50
237242844,SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC INC,29304-1452,29304,B50
582181084,SHILOH BIBLE COLLEGE INC,30120-2017,30120,B42
362167921,SHIMER COLLEGE,60616-5000,60616,B42
710350954,SHORTER COLLEGE,72114-4858,72114,B41
582624570,SHORTER UNIVERSITY INC,30165-4267,30165,B42
980085912,SHOWA WOMENS UNIVERSITY INC,00000-0000,0,B43
223843841,SIDEWALK UNIVERSITY INC,07040-1506,7040,B43
141338498,SIENA COLLEGE,12211-0000,12211,B42
381366958,SIENA HEIGHTS UNIVERSITY,49221-1755,49221,B43
465225793,SIERRA INTERNATIONAL COLLEGE,90006-5862,90033,B42
880121831,SIERRA NEVADA COLLEGE,89451-9500,89451,B42
453208712,SIGNUM UNIVERSITY,03049-6313,3049,B43
770495439,SILICON VALLEY UNIVERSITY,95131-1823,95131,B50
042103629,SIMMONS COLLEGE,02115-5820,2115,B43
300505256,SIMON FRASER UNIVERSITY,00000-0000,0,B43
420680389,SIMPSON COLLEGE,50125-1201,50125,B42
941339635,SIMPSON UNIVERSITY,96003-8601,96003,B43
263397219,SINGULARITY UNIVERSITY,94035-0000,94035,B43
660201206,SISTEMA UNIVERSITARIO ANA G MENDEZ,00000-0000,0,B43
800257529,SISTERS KEEPING IT POSITIVE INC,11722-3526,11722,B42
042002060,SISTERS OF SAINT ANN ANNA MARIA COLLEGE,01612-1106,1612,B43
237373765,SITTING BULL COLLEGE,58538-9706,58538,B42
272818359,SKEMA US INC,10020-0000,10020,B43
141338562,SKIDMORE COLLEGE,12866-1632,12866,B43
813071196,SKOKIE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY,60611-3754,60611,B43
470938240,SLAVIC REFORMATION SOCIETY,75035-9304,75035,B50
542188476,SNO KING COMMUNITY CHORALE AT EDMONDS COMMUNITY COLLEGE,,98020,B41
520954654,SOJOURNER-DOUGLASS COLLEGE,21205-1802,21205,B42
464873616,SOLA SCRIPTURA COLLEGE AND SEMINARY,60625-5108,60625,B50
650736004,SONSHINE BIBLE COLLEGE INC,37411-5679,37411,B42
272254882,SOUTH BAYLO UNIVERSITY,22003-2937,22003,B43
953538772,SOUTH BAYLO UNIVERSITY,92801-1702,92801,B43
582309819,SOUTH CAROLINA EXPORT CONSORTIUM,29201-3378,29201,B42
570967350,SOUTH CAROLINA RESEARCH FOUNDATION,29208-0001,29208,B43
202506183,SOUTH DAKOTA STATE UNIVERSITY GROWTH PARTNERSHIP LTD,57006-1722,57006,B43
650807808,SOUTH FLORIDA BIBLE COLLEGE & THEOLOGICAL SEMINARY,33441-7000,33441,B50
741554976,SOUTH TEXAS COLLEGE OF LAW,77002-7006,77002,B50
900909356,SOUTHEAST SOUTH CENTRAL EDUCATIONAL COOPERATIVE EASTERN KENTUCKY UNIVERSITY,40476-1777,40476,B43
630338081,SOUTHEASTERN BIBLE COLLEGE INC,,35244,B42
271400025,SOUTHEASTERN EARLY COLLEGE & CAREER ACADEMY INC,30436-1368,30436,B42
271928187,SOUTHEASTERN FREE WILL BAPTIST BIBLE COLLEGE INC,27591-1067,27591,B42
630720331,SOUTHEASTERN INSTITUTE OF TECHNOLOGY,35807-0485,35807,B43
590722789,SOUTHEASTERN UNIVERSITY INC,33801-6034,33801,B42
640364542,SOUTHEASTERRN BAPTIST COLLEGE INC,39440-1027,39440,B42
954465468,SOUTHERN BAPTIST COLLEGE AND SEMINARY,90006-1620,90006,B50
952789388,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE,90013-1822,90013,B43
951904355,SOUTHERN CALIFORNIA SCHOOL OF THEOLOGY,91711-3154,91711,B50
952111210,SOUTHERN CALIFORNIA SEMINARY,92019-1108,92019,B42
455460170,SOUTHERN CALIFORNIA STATE UNIVERSITY,90010-3904,90010,B43
950948050,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,90604-4051,90604,B50
462284486,SOUTHERN CALIFORNIA UNIVERSITY OF SPORTS & BUSINESS,90621-4544,90621,B43
582533742,SOUTHERN CATHOLIC INC,30534-0012,30534,B42
620548917,SOUTHERN COLLEGE OF OPTOMETRY,38104-2211,38104,B50
561764649,SOUTHERN EVANGELICAL SEMINARY INC,28277-2010,28277,B50
113776089,SOUTHERN MARYLAND COLLEGE ACCESS NETWORK INC,,20689,B42
570650419,SOUTHERN METHODIST COLLEGE,29115-7367,29115,B42
750800689,SOUTHERN METHODIST UNIVERSITY,75275-0261,75275,B43
730587210,SOUTHERN NAZARENE UNIVERSITY,73008-2605,73008,B43
020274509,SOUTHERN NEW HAMPSHIRE UNIVERSITY,03106-1018,3106,B50
263214648,SOUTHERN REFORMED THEOLOGICAL SEMINARY INC,77092-0000,77092,B50
030214106,SOUTHERN VERMONT COLLEGE,05201-0377,5201,B42
540646523,SOUTHERN VIRGINIA UNIVERSITY,24416-3038,24416,B42
141931584,SOUTHSIDE VIRGINIA HIGHER EDUCATION CENTER,,24592,B40
440567385,SOUTHWEST BAPTIST UNIVERSITY,65613-2578,65613,B43
860702049,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE AND HEALTH SCIENCE INC,85282-1751,85282,B50
750891465,SOUTHWESTERN ADVENTIST UNIVERSITY,76059-0567,76059,B43
750891464,SOUTHWESTERN CHRISTIAN COLLEGE,75160-3402,75160,B42
730599209,SOUTHWESTERN CHRISTIAN UNIVERSITY INC,73008-0340,73008,B42
850271348,SOUTHWESTERN COLLEGE,87502-4788,87502,B43
480543715,SOUTHWESTERN COLLEGE,67156-2443,67156,B43
951246140,SOUTHWESTERN LAW SCHOOL,90010-1106,90010,B43
474385030,SOUTHWESTERN REFORMED SEMINARY,90015-1906,90015,B50
742918552,SOUTHWESTERN SEMINARY FOUNDATION,76122-0100,76122,B50
741233796,SOUTHWESTERN UNIVERSITY,78627-0770,78627,B42
270497639,SOUTHWESTERN VOCATIONAL COLLEGE,91730-0000,91730,B42
610444780,SPALDING UNIVERSITY,40203-2213,40203,B43
630579249,SPARTA ACADEMY,36401-2652,36401,B43
570314415,SPARTANBURG METHODIST COLLEGE,29301-5808,29301,B41
580566243,SPELMAN COLLEGE,30314-4395,30314,B42
